Local Time (Sensor),Date,Time,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV
12/07/2019 19:00,12/07/2019,19:00:00,S16_PerneRoad_CAM003,in,581,13,62,10,5,1,0,32
12/07/2019 19:00,12/07/2019,19:00:00,S16_PerneRoad_CAM003,out,576,30,31,9,4,1,2,29
12/07/2019 20:00,12/07/2019,20:00:00,S16_PerneRoad_CAM003,in,394,14,38,9,2,1,0,14
12/07/2019 20:00,12/07/2019,20:00:00,S16_PerneRoad_CAM003,out,344,20,16,12,2,1,0,10
12/07/2019 21:00,12/07/2019,21:00:00,S16_PerneRoad_CAM003,in,290,11,17,13,2,1,2,15
12/07/2019 21:00,12/07/2019,21:00:00,S16_PerneRoad_CAM003,out,335,32,13,5,2,2,1,13
12/07/2019 22:00,12/07/2019,22:00:00,S16_PerneRoad_CAM003,in,252,12,9,7,3,3,0,8
12/07/2019 22:00,12/07/2019,22:00:00,S16_PerneRoad_CAM003,out,244,21,5,7,3,2,0,4
12/07/2019 23:00,12/07/2019,23:00:00,S16_PerneRoad_CAM003,in,147,1,2,0,1,0,0,7
12/07/2019 23:00,12/07/2019,23:00:00,S16_PerneRoad_CAM003,out,148,3,6,3,1,0,0,1
13/07/2019 00:00,13/07/2019,00:00:00,S16_PerneRoad_CAM003,in,96,1,0,1,0,0,0,5
13/07/2019 00:00,13/07/2019,00:00:00,S16_PerneRoad_CAM003,out,96,0,1,0,0,2,0,2
13/07/2019 01:00,13/07/2019,01:00:00,S16_PerneRoad_CAM003,in,52,1,0,0,0,1,0,2
13/07/2019 01:00,13/07/2019,01:00:00,S16_PerneRoad_CAM003,out,41,0,3,2,1,1,0,0
13/07/2019 02:00,13/07/2019,02:00:00,S16_PerneRoad_CAM003,in,32,0,2,0,0,2,1,3
13/07/2019 02:00,13/07/2019,02:00:00,S16_PerneRoad_CAM003,out,25,1,1,0,0,1,0,1
13/07/2019 03:00,13/07/2019,03:00:00,S16_PerneRoad_CAM003,in,26,0,0,0,0,0,0,1
13/07/2019 03:00,13/07/2019,03:00:00,S16_PerneRoad_CAM003,out,16,2,0,0,1,1,0,0
13/07/2019 04:00,13/07/2019,04:00:00,S16_PerneRoad_CAM003,in,19,0,0,1,0,1,0,7
13/07/2019 04:00,13/07/2019,04:00:00,S16_PerneRoad_CAM003,out,24,2,1,1,1,0,0,4
13/07/2019 05:00,13/07/2019,05:00:00,S16_PerneRoad_CAM003,in,33,0,2,0,1,1,0,4
13/07/2019 05:00,13/07/2019,05:00:00,S16_PerneRoad_CAM003,out,44,1,1,2,0,2,1,11
13/07/2019 06:00,13/07/2019,06:00:00,S16_PerneRoad_CAM003,in,95,2,14,2,4,1,1,16
13/07/2019 06:00,13/07/2019,06:00:00,S16_PerneRoad_CAM003,out,144,11,12,0,1,3,0,19
13/07/2019 07:00,13/07/2019,07:00:00,S16_PerneRoad_CAM003,in,259,14,13,2,4,1,1,30
13/07/2019 07:00,13/07/2019,07:00:00,S16_PerneRoad_CAM003,out,213,15,13,4,10,2,1,37
13/07/2019 08:00,13/07/2019,08:00:00,S16_PerneRoad_CAM003,in,429,6,25,3,4,3,0,53
13/07/2019 08:00,13/07/2019,08:00:00,S16_PerneRoad_CAM003,out,322,15,8,3,6,5,0,35
13/07/2019 09:00,13/07/2019,09:00:00,S16_PerneRoad_CAM003,in,543,6,24,5,4,3,1,51
13/07/2019 09:00,13/07/2019,09:00:00,S16_PerneRoad_CAM003,out,517,28,24,4,6,2,1,44
13/07/2019 10:00,13/07/2019,10:00:00,S16_PerneRoad_CAM003,in,635,12,21,6,4,3,1,50
13/07/2019 10:00,13/07/2019,10:00:00,S16_PerneRoad_CAM003,out,652,26,22,5,4,3,0,33
13/07/2019 11:00,13/07/2019,11:00:00,S16_PerneRoad_CAM003,in,632,7,40,2,4,4,0,36
13/07/2019 11:00,13/07/2019,11:00:00,S16_PerneRoad_CAM003,out,701,26,18,6,4,1,1,37
13/07/2019 12:00,13/07/2019,12:00:00,S16_PerneRoad_CAM003,in,672,9,36,9,3,0,0,39
13/07/2019 12:00,13/07/2019,12:00:00,S16_PerneRoad_CAM003,out,739,34,26,7,6,2,1,42
13/07/2019 13:00,13/07/2019,13:00:00,S16_PerneRoad_CAM003,in,623,7,21,5,4,3,0,28
13/07/2019 13:00,13/07/2019,13:00:00,S16_PerneRoad_CAM003,out,715,23,26,3,6,2,1,42
13/07/2019 14:00,13/07/2019,14:00:00,S16_PerneRoad_CAM003,in,613,20,31,5,3,0,0,38
13/07/2019 14:00,13/07/2019,14:00:00,S16_PerneRoad_CAM003,out,677,31,13,6,6,3,1,25
13/07/2019 15:00,13/07/2019,15:00:00,S16_PerneRoad_CAM003,in,555,9,33,10,3,1,0,30
13/07/2019 15:00,13/07/2019,15:00:00,S16_PerneRoad_CAM003,out,634,37,18,6,4,1,0,29
13/07/2019 16:00,13/07/2019,16:00:00,S16_PerneRoad_CAM003,in,557,10,33,5,5,0,0,19
13/07/2019 16:00,13/07/2019,16:00:00,S16_PerneRoad_CAM003,out,636,21,24,11,6,1,0,34
13/07/2019 17:00,13/07/2019,17:00:00,S16_PerneRoad_CAM003,in,500,6,34,8,4,0,0,31
13/07/2019 17:00,13/07/2019,17:00:00,S16_PerneRoad_CAM003,out,640,35,19,5,7,1,1,32
13/07/2019 18:00,13/07/2019,18:00:00,S16_PerneRoad_CAM003,in,472,10,17,13,6,1,0,15
13/07/2019 18:00,13/07/2019,18:00:00,S16_PerneRoad_CAM003,out,601,34,12,8,6,0,0,27
13/07/2019 19:00,13/07/2019,19:00:00,S16_PerneRoad_CAM003,in,394,7,36,6,9,1,0,22
13/07/2019 19:00,13/07/2019,19:00:00,S16_PerneRoad_CAM003,out,454,32,13,9,2,1,1,16
13/07/2019 20:00,13/07/2019,20:00:00,S16_PerneRoad_CAM003,in,342,16,23,8,3,1,0,15
13/07/2019 20:00,13/07/2019,20:00:00,S16_PerneRoad_CAM003,out,328,19,12,7,2,0,0,14
13/07/2019 21:00,13/07/2019,21:00:00,S16_PerneRoad_CAM003,in,201,11,13,4,2,1,0,23
13/07/2019 21:00,13/07/2019,21:00:00,S16_PerneRoad_CAM003,out,254,19,5,6,2,0,0,12
13/07/2019 22:00,13/07/2019,22:00:00,S16_PerneRoad_CAM003,in,247,4,3,6,1,0,0,7
13/07/2019 22:00,13/07/2019,22:00:00,S16_PerneRoad_CAM003,out,220,13,5,8,2,0,0,4
13/07/2019 23:00,13/07/2019,23:00:00,S16_PerneRoad_CAM003,in,142,2,9,2,2,1,0,5
13/07/2019 23:00,13/07/2019,23:00:00,S16_PerneRoad_CAM003,out,136,14,5,2,2,0,0,1
14/07/2019 00:00,14/07/2019,00:00:00,S16_PerneRoad_CAM003,in,103,0,2,0,1,0,0,10
14/07/2019 00:00,14/07/2019,00:00:00,S16_PerneRoad_CAM003,out,83,3,3,0,0,0,0,2
14/07/2019 01:00,14/07/2019,01:00:00,S16_PerneRoad_CAM003,in,57,0,3,1,0,0,0,4
14/07/2019 01:00,14/07/2019,01:00:00,S16_PerneRoad_CAM003,out,52,8,0,1,0,0,0,6
14/07/2019 02:00,14/07/2019,02:00:00,S16_PerneRoad_CAM003,in,37,1,2,1,0,1,0,2
14/07/2019 02:00,14/07/2019,02:00:00,S16_PerneRoad_CAM003,out,37,2,0,0,0,0,0,3
14/07/2019 03:00,14/07/2019,03:00:00,S16_PerneRoad_CAM003,in,27,0,0,1,0,0,0,3
14/07/2019 03:00,14/07/2019,03:00:00,S16_PerneRoad_CAM003,out,26,3,0,1,0,0,0,0
14/07/2019 04:00,14/07/2019,04:00:00,S16_PerneRoad_CAM003,in,15,0,0,1,0,1,0,3
14/07/2019 04:00,14/07/2019,04:00:00,S16_PerneRoad_CAM003,out,25,2,0,1,0,1,0,3
14/07/2019 05:00,14/07/2019,05:00:00,S16_PerneRoad_CAM003,in,27,2,1,0,0,0,0,2
14/07/2019 05:00,14/07/2019,05:00:00,S16_PerneRoad_CAM003,out,35,3,0,1,1,0,0,3
14/07/2019 06:00,14/07/2019,06:00:00,S16_PerneRoad_CAM003,in,58,2,6,0,0,0,0,12
14/07/2019 06:00,14/07/2019,06:00:00,S16_PerneRoad_CAM003,out,106,6,12,0,1,0,0,8
14/07/2019 07:00,14/07/2019,07:00:00,S16_PerneRoad_CAM003,in,155,5,10,0,0,0,0,12
14/07/2019 07:00,14/07/2019,07:00:00,S16_PerneRoad_CAM003,out,170,12,14,2,1,0,0,10
14/07/2019 08:00,14/07/2019,08:00:00,S16_PerneRoad_CAM003,in,167,0,8,2,1,1,0,9
14/07/2019 08:00,14/07/2019,08:00:00,S16_PerneRoad_CAM003,out,167,10,15,0,2,0,0,20
14/07/2019 09:00,14/07/2019,09:00:00,S16_PerneRoad_CAM003,in,408,9,15,3,2,2,0,31
14/07/2019 09:00,14/07/2019,09:00:00,S16_PerneRoad_CAM003,out,353,24,9,1,4,2,0,17
14/07/2019 10:00,14/07/2019,10:00:00,S16_PerneRoad_CAM003,in,655,8,34,8,2,1,0,27
14/07/2019 10:00,14/07/2019,10:00:00,S16_PerneRoad_CAM003,out,488,33,12,6,5,0,1,27
14/07/2019 11:00,14/07/2019,11:00:00,S16_PerneRoad_CAM003,in,614,15,30,7,4,1,0,32
14/07/2019 11:00,14/07/2019,11:00:00,S16_PerneRoad_CAM003,out,622,41,20,2,3,0,1,26
14/07/2019 12:00,14/07/2019,12:00:00,S16_PerneRoad_CAM003,in,628,11,23,3,1,1,0,27
14/07/2019 12:00,14/07/2019,12:00:00,S16_PerneRoad_CAM003,out,723,43,23,4,5,0,0,28
14/07/2019 13:00,14/07/2019,13:00:00,S16_PerneRoad_CAM003,in,639,25,18,8,4,1,0,30
14/07/2019 13:00,14/07/2019,13:00:00,S16_PerneRoad_CAM003,out,723,41,26,12,3,0,0,31
14/07/2019 14:00,14/07/2019,14:00:00,S16_PerneRoad_CAM003,in,559,7,33,6,4,0,0,21
14/07/2019 14:00,14/07/2019,14:00:00,S16_PerneRoad_CAM003,out,676,20,19,11,4,0,0,27
14/07/2019 15:00,14/07/2019,15:00:00,S16_PerneRoad_CAM003,in,508,8,25,3,4,0,0,20
14/07/2019 15:00,14/07/2019,15:00:00,S16_PerneRoad_CAM003,out,609,24,22,6,4,0,0,29
14/07/2019 16:00,14/07/2019,16:00:00,S16_PerneRoad_CAM003,in,422,6,25,3,3,0,0,16
14/07/2019 16:00,14/07/2019,16:00:00,S16_PerneRoad_CAM003,out,542,39,26,8,4,1,0,29
14/07/2019 17:00,14/07/2019,17:00:00,S16_PerneRoad_CAM003,in,401,12,25,7,3,0,1,16
14/07/2019 17:00,14/07/2019,17:00:00,S16_PerneRoad_CAM003,out,435,29,17,4,5,0,0,25
14/07/2019 18:00,14/07/2019,18:00:00,S16_PerneRoad_CAM003,in,322,8,15,9,2,0,0,22
14/07/2019 18:00,14/07/2019,18:00:00,S16_PerneRoad_CAM003,out,401,32,15,9,0,2,1,18
14/07/2019 19:00,14/07/2019,19:00:00,S16_PerneRoad_CAM003,in,350,7,27,11,3,0,0,22
14/07/2019 19:00,14/07/2019,19:00:00,S16_PerneRoad_CAM003,out,386,26,11,8,2,0,0,15
14/07/2019 20:00,14/07/2019,20:00:00,S16_PerneRoad_CAM003,in,344,13,23,5,0,1,0,16
14/07/2019 20:00,14/07/2019,20:00:00,S16_PerneRoad_CAM003,out,287,23,13,4,2,1,0,12
14/07/2019 21:00,14/07/2019,21:00:00,S16_PerneRoad_CAM003,in,261,10,17,5,1,0,0,9
14/07/2019 21:00,14/07/2019,21:00:00,S16_PerneRoad_CAM003,out,258,28,5,6,0,0,0,10
14/07/2019 22:00,14/07/2019,22:00:00,S16_PerneRoad_CAM003,in,196,4,2,2,1,0,0,7
14/07/2019 22:00,14/07/2019,22:00:00,S16_PerneRoad_CAM003,out,156,16,7,5,0,0,0,6
14/07/2019 23:00,14/07/2019,23:00:00,S16_PerneRoad_CAM003,in,90,1,6,7,0,2,0,8
14/07/2019 23:00,14/07/2019,23:00:00,S16_PerneRoad_CAM003,out,79,10,2,4,0,0,0,2
15/07/2019 00:00,15/07/2019,00:00:00,S16_PerneRoad_CAM003,in,46,0,2,0,0,2,0,4
15/07/2019 00:00,15/07/2019,00:00:00,S16_PerneRoad_CAM003,out,41,5,0,0,1,1,0,3
15/07/2019 01:00,15/07/2019,01:00:00,S16_PerneRoad_CAM003,in,28,0,2,0,0,0,0,2
15/07/2019 01:00,15/07/2019,01:00:00,S16_PerneRoad_CAM003,out,24,4,0,1,0,0,0,2
15/07/2019 02:00,15/07/2019,02:00:00,S16_PerneRoad_CAM003,in,12,0,0,0,0,0,0,0
15/07/2019 02:00,15/07/2019,02:00:00,S16_PerneRoad_CAM003,out,11,0,0,0,1,0,0,2
15/07/2019 03:00,15/07/2019,03:00:00,S16_PerneRoad_CAM003,in,14,0,0,0,0,0,0,1
15/07/2019 03:00,15/07/2019,03:00:00,S16_PerneRoad_CAM003,out,12,0,0,0,0,0,0,1
15/07/2019 04:00,15/07/2019,04:00:00,S16_PerneRoad_CAM003,in,21,1,2,0,0,0,1,1
15/07/2019 04:00,15/07/2019,04:00:00,S16_PerneRoad_CAM003,out,32,2,0,0,0,2,0,4
15/07/2019 05:00,15/07/2019,05:00:00,S16_PerneRoad_CAM003,in,51,0,6,0,0,2,0,11
15/07/2019 05:00,15/07/2019,05:00:00,S16_PerneRoad_CAM003,out,67,2,6,1,0,2,0,15
15/07/2019 06:00,15/07/2019,06:00:00,S16_PerneRoad_CAM003,in,175,9,16,4,4,5,1,52
15/07/2019 06:00,15/07/2019,06:00:00,S16_PerneRoad_CAM003,out,287,14,25,8,4,6,1,37
15/07/2019 07:00,15/07/2019,07:00:00,S16_PerneRoad_CAM003,in,405,7,33,9,4,9,3,77
15/07/2019 07:00,15/07/2019,07:00:00,S16_PerneRoad_CAM003,out,620,57,99,10,5,7,1,95
15/07/2019 08:00,15/07/2019,08:00:00,S16_PerneRoad_CAM003,in,557,26,48,6,8,9,3,73
15/07/2019 08:00,15/07/2019,08:00:00,S16_PerneRoad_CAM003,out,677,99,173,16,9,6,1,91
15/07/2019 09:00,15/07/2019,09:00:00,S16_PerneRoad_CAM003,in,545,14,31,7,6,10,1,110
15/07/2019 09:00,15/07/2019,09:00:00,S16_PerneRoad_CAM003,out,517,41,56,5,12,10,4,87
15/07/2019 10:00,15/07/2019,10:00:00,S16_PerneRoad_CAM003,in,533,7,18,6,3,13,2,85
15/07/2019 10:00,15/07/2019,10:00:00,S16_PerneRoad_CAM003,out,523,28,27,6,9,16,2,101
15/07/2019 11:00,15/07/2019,11:00:00,S16_PerneRoad_CAM003,in,560,9,14,8,5,10,0,94
15/07/2019 11:00,15/07/2019,11:00:00,S16_PerneRoad_CAM003,out,615,19,23,5,7,8,4,121
15/07/2019 12:00,15/07/2019,12:00:00,S16_PerneRoad_CAM003,in,565,9,26,3,6,9,3,91
15/07/2019 12:00,15/07/2019,12:00:00,S16_PerneRoad_CAM003,out,587,26,21,7,7,8,3,108
15/07/2019 13:00,15/07/2019,13:00:00,S16_PerneRoad_CAM003,in,498,4,28,7,8,7,0,91
15/07/2019 13:00,15/07/2019,13:00:00,S16_PerneRoad_CAM003,out,526,25,13,9,6,8,1,89
15/07/2019 14:00,15/07/2019,14:00:00,S16_PerneRoad_CAM003,in,520,15,36,11,8,5,3,93
15/07/2019 14:00,15/07/2019,14:00:00,S16_PerneRoad_CAM003,out,607,27,15,9,14,10,4,85
15/07/2019 15:00,15/07/2019,15:00:00,S16_PerneRoad_CAM003,in,585,29,78,3,11,6,1,110
15/07/2019 15:00,15/07/2019,15:00:00,S16_PerneRoad_CAM003,out,669,52,35,6,8,3,3,78
15/07/2019 16:00,15/07/2019,16:00:00,S16_PerneRoad_CAM003,in,631,20,69,11,5,3,0,69
15/07/2019 16:00,15/07/2019,16:00:00,S16_PerneRoad_CAM003,out,621,33,30,13,6,1,0,65
15/07/2019 17:00,15/07/2019,17:00:00,S16_PerneRoad_CAM003,in,665,21,109,13,3,0,0,42
15/07/2019 17:00,15/07/2019,17:00:00,S16_PerneRoad_CAM003,out,647,55,40,11,7,5,1,48
15/07/2019 18:00,15/07/2019,18:00:00,S16_PerneRoad_CAM003,in,581,18,89,18,5,1,0,42
15/07/2019 18:00,15/07/2019,18:00:00,S16_PerneRoad_CAM003,out,621,59,42,11,9,3,0,47
15/07/2019 19:00,15/07/2019,19:00:00,S16_PerneRoad_CAM003,in,494,32,78,9,6,1,1,32
15/07/2019 19:00,15/07/2019,19:00:00,S16_PerneRoad_CAM003,out,513,52,27,4,2,0,0,28
15/07/2019 20:00,15/07/2019,20:00:00,S16_PerneRoad_CAM003,in,387,13,43,7,2,0,0,22
15/07/2019 20:00,15/07/2019,20:00:00,S16_PerneRoad_CAM003,out,396,36,17,13,2,0,2,20
15/07/2019 21:00,15/07/2019,21:00:00,S16_PerneRoad_CAM003,in,246,17,22,4,3,2,0,13
15/07/2019 21:00,15/07/2019,21:00:00,S16_PerneRoad_CAM003,out,300,34,16,11,4,1,0,12
15/07/2019 22:00,15/07/2019,22:00:00,S16_PerneRoad_CAM003,in,186,8,8,5,2,2,0,12
15/07/2019 22:00,15/07/2019,22:00:00,S16_PerneRoad_CAM003,out,188,16,7,6,2,2,0,10
15/07/2019 23:00,15/07/2019,23:00:00,S16_PerneRoad_CAM003,in,113,4,8,4,3,1,0,6
15/07/2019 23:00,15/07/2019,23:00:00,S16_PerneRoad_CAM003,out,102,6,0,2,3,0,0,3
16/07/2019 00:00,16/07/2019,00:00:00,S16_PerneRoad_CAM003,in,51,0,3,1,0,2,0,7
16/07/2019 00:00,16/07/2019,00:00:00,S16_PerneRoad_CAM003,out,42,3,0,1,2,1,0,2
16/07/2019 01:00,16/07/2019,01:00:00,S16_PerneRoad_CAM003,in,26,1,3,0,0,0,0,0
16/07/2019 01:00,16/07/2019,01:00:00,S16_PerneRoad_CAM003,out,25,1,0,0,0,0,0,3
16/07/2019 02:00,16/07/2019,02:00:00,S16_PerneRoad_CAM003,in,14,1,2,0,0,2,0,2
16/07/2019 02:00,16/07/2019,02:00:00,S16_PerneRoad_CAM003,out,11,0,0,1,1,0,0,0
16/07/2019 03:00,16/07/2019,03:00:00,S16_PerneRoad_CAM003,in,13,0,0,0,0,1,1,2
16/07/2019 03:00,16/07/2019,03:00:00,S16_PerneRoad_CAM003,out,19,2,1,0,0,2,0,3
16/07/2019 04:00,16/07/2019,04:00:00,S16_PerneRoad_CAM003,in,24,0,1,0,0,1,0,1
16/07/2019 04:00,16/07/2019,04:00:00,S16_PerneRoad_CAM003,out,29,2,2,0,0,3,1,3
16/07/2019 05:00,16/07/2019,05:00:00,S16_PerneRoad_CAM003,in,70,0,6,1,0,2,2,14
16/07/2019 05:00,16/07/2019,05:00:00,S16_PerneRoad_CAM003,out,78,3,4,0,0,1,1,19
16/07/2019 06:00,16/07/2019,06:00:00,S16_PerneRoad_CAM003,in,200,5,19,3,4,4,0,47
16/07/2019 06:00,16/07/2019,06:00:00,S16_PerneRoad_CAM003,out,324,25,19,2,5,5,2,48
16/07/2019 07:00,16/07/2019,07:00:00,S16_PerneRoad_CAM003,in,435,10,28,5,4,11,3,90
16/07/2019 07:00,16/07/2019,07:00:00,S16_PerneRoad_CAM003,out,656,69,95,9,4,10,0,112
16/07/2019 08:00,16/07/2019,08:00:00,S16_PerneRoad_CAM003,in,548,21,29,1,9,8,1,74
16/07/2019 08:00,16/07/2019,08:00:00,S16_PerneRoad_CAM003,out,687,144,98,2,12,5,1,87
16/07/2019 09:00,16/07/2019,09:00:00,S16_PerneRoad_CAM003,in,523,14,10,0,8,7,1,95
16/07/2019 09:00,16/07/2019,09:00:00,S16_PerneRoad_CAM003,out,543,22,45,1,10,12,2,113
16/07/2019 10:00,16/07/2019,10:00:00,S16_PerneRoad_CAM003,in,576,9,6,1,6,16,5,97
16/07/2019 10:00,16/07/2019,10:00:00,S16_PerneRoad_CAM003,out,564,19,21,2,7,10,1,102
16/07/2019 11:00,16/07/2019,11:00:00,S16_PerneRoad_CAM003,in,535,19,18,1,8,10,1,94
16/07/2019 11:00,16/07/2019,11:00:00,S16_PerneRoad_CAM003,out,525,27,11,3,8,12,0,88
16/07/2019 12:00,16/07/2019,12:00:00,S16_PerneRoad_CAM003,in,534,12,23,8,8,9,1,102
16/07/2019 12:00,16/07/2019,12:00:00,S16_PerneRoad_CAM003,out,611,29,19,8,7,9,3,101
16/07/2019 13:00,16/07/2019,13:00:00,S16_PerneRoad_CAM003,in,524,9,34,12,9,7,3,103
16/07/2019 13:00,16/07/2019,13:00:00,S16_PerneRoad_CAM003,out,552,19,18,10,11,5,1,91
16/07/2019 14:00,16/07/2019,14:00:00,S16_PerneRoad_CAM003,in,544,6,32,9,7,6,1,120
16/07/2019 14:00,16/07/2019,14:00:00,S16_PerneRoad_CAM003,out,589,40,23,4,10,8,0,94
16/07/2019 15:00,16/07/2019,15:00:00,S16_PerneRoad_CAM003,in,594,22,72,4,12,3,0,105
16/07/2019 15:00,16/07/2019,15:00:00,S16_PerneRoad_CAM003,out,672,27,37,15,8,6,1,76
16/07/2019 16:00,16/07/2019,16:00:00,S16_PerneRoad_CAM003,in,614,17,78,4,7,5,1,82
16/07/2019 16:00,16/07/2019,16:00:00,S16_PerneRoad_CAM003,out,576,26,50,7,9,4,3,79
16/07/2019 17:00,16/07/2019,17:00:00,S16_PerneRoad_CAM003,in,602,32,134,16,5,4,0,58
16/07/2019 17:00,16/07/2019,17:00:00,S16_PerneRoad_CAM003,out,634,45,45,9,8,2,0,67
16/07/2019 18:00,16/07/2019,18:00:00,S16_PerneRoad_CAM003,in,607,16,90,11,5,2,0,48
16/07/2019 18:00,16/07/2019,18:00:00,S16_PerneRoad_CAM003,out,619,52,57,13,5,1,1,45
16/07/2019 19:00,16/07/2019,19:00:00,S16_PerneRoad_CAM003,in,525,23,62,9,5,1,0,41
16/07/2019 19:00,16/07/2019,19:00:00,S16_PerneRoad_CAM003,out,580,45,36,11,4,2,2,26
16/07/2019 20:00,16/07/2019,20:00:00,S16_PerneRoad_CAM003,in,399,16,46,5,2,0,1,27
16/07/2019 20:00,16/07/2019,20:00:00,S16_PerneRoad_CAM003,out,420,43,26,3,5,1,0,17
16/07/2019 21:00,16/07/2019,21:00:00,S16_PerneRoad_CAM003,in,285,13,31,6,4,1,1,19
16/07/2019 21:00,16/07/2019,21:00:00,S16_PerneRoad_CAM003,out,296,32,6,6,3,0,0,11
16/07/2019 22:00,16/07/2019,22:00:00,S16_PerneRoad_CAM003,in,191,8,10,4,3,1,0,11
16/07/2019 22:00,16/07/2019,22:00:00,S16_PerneRoad_CAM003,out,179,21,1,5,3,1,0,5
16/07/2019 23:00,16/07/2019,23:00:00,S16_PerneRoad_CAM003,in,97,2,10,1,0,1,0,6
16/07/2019 23:00,16/07/2019,23:00:00,S16_PerneRoad_CAM003,out,119,8,3,0,4,2,0,2
17/07/2019 00:00,17/07/2019,00:00:00,S16_PerneRoad_CAM003,in,44,0,3,2,0,3,0,1
17/07/2019 00:00,17/07/2019,00:00:00,S16_PerneRoad_CAM003,out,47,7,0,1,1,0,0,3
17/07/2019 01:00,17/07/2019,01:00:00,S16_PerneRoad_CAM003,in,27,0,0,0,0,0,0,3
17/07/2019 01:00,17/07/2019,01:00:00,S16_PerneRoad_CAM003,out,22,0,1,1,0,1,0,2
17/07/2019 02:00,17/07/2019,02:00:00,S16_PerneRoad_CAM003,in,16,0,2,0,0,2,0,0
17/07/2019 02:00,17/07/2019,02:00:00,S16_PerneRoad_CAM003,out,21,1,0,0,0,3,0,1
17/07/2019 03:00,17/07/2019,03:00:00,S16_PerneRoad_CAM003,in,15,0,0,0,0,1,1,1
17/07/2019 03:00,17/07/2019,03:00:00,S16_PerneRoad_CAM003,out,19,1,1,0,0,0,0,3
17/07/2019 04:00,17/07/2019,04:00:00,S16_PerneRoad_CAM003,in,20,0,3,0,0,0,1,5
17/07/2019 04:00,17/07/2019,04:00:00,S16_PerneRoad_CAM003,out,18,2,2,0,0,2,0,2
17/07/2019 05:00,17/07/2019,05:00:00,S16_PerneRoad_CAM003,in,55,1,5,0,1,3,3,11
17/07/2019 05:00,17/07/2019,05:00:00,S16_PerneRoad_CAM003,out,78,1,4,0,0,3,2,21
17/07/2019 06:00,17/07/2019,06:00:00,S16_PerneRoad_CAM003,in,210,7,18,2,3,2,0,38
17/07/2019 06:00,17/07/2019,06:00:00,S16_PerneRoad_CAM003,out,305,31,30,6,5,3,3,43
17/07/2019 07:00,17/07/2019,07:00:00,S16_PerneRoad_CAM003,in,400,6,35,3,5,3,4,86
17/07/2019 07:00,17/07/2019,07:00:00,S16_PerneRoad_CAM003,out,650,69,81,8,8,4,3,97
17/07/2019 08:00,17/07/2019,08:00:00,S16_PerneRoad_CAM003,in,501,21,49,7,8,10,2,79
17/07/2019 08:00,17/07/2019,08:00:00,S16_PerneRoad_CAM003,out,660,127,140,6,10,5,3,92
17/07/2019 09:00,17/07/2019,09:00:00,S16_PerneRoad_CAM003,in,548,18,26,2,10,11,1,96
17/07/2019 09:00,17/07/2019,09:00:00,S16_PerneRoad_CAM003,out,512,33,55,1,7,10,1,100
17/07/2019 10:00,17/07/2019,10:00:00,S16_PerneRoad_CAM003,in,568,8,17,0,8,17,1,117
17/07/2019 10:00,17/07/2019,10:00:00,S16_PerneRoad_CAM003,out,519,17,25,1,19,13,0,88
17/07/2019 11:00,17/07/2019,11:00:00,S16_PerneRoad_CAM003,in,572,10,14,3,7,13,1,101
17/07/2019 11:00,17/07/2019,11:00:00,S16_PerneRoad_CAM003,out,556,31,22,4,9,4,1,110
17/07/2019 12:00,17/07/2019,12:00:00,S16_PerneRoad_CAM003,in,602,5,22,3,8,9,1,103
17/07/2019 12:00,17/07/2019,12:00:00,S16_PerneRoad_CAM003,out,613,30,22,5,12,7,1,97
17/07/2019 13:00,17/07/2019,13:00:00,S16_PerneRoad_CAM003,in,515,15,14,13,8,8,3,111
17/07/2019 13:00,17/07/2019,13:00:00,S16_PerneRoad_CAM003,out,615,18,22,5,11,10,1,100
17/07/2019 14:00,17/07/2019,14:00:00,S16_PerneRoad_CAM003,in,544,15,54,7,6,7,1,100
17/07/2019 14:00,17/07/2019,14:00:00,S16_PerneRoad_CAM003,out,615,19,26,13,5,12,2,87
17/07/2019 15:00,17/07/2019,15:00:00,S16_PerneRoad_CAM003,in,607,23,58,8,11,7,0,88
17/07/2019 15:00,17/07/2019,15:00:00,S16_PerneRoad_CAM003,out,672,26,34,12,12,5,1,81
17/07/2019 16:00,17/07/2019,16:00:00,S16_PerneRoad_CAM003,in,597,11,80,7,8,7,0,94
17/07/2019 16:00,17/07/2019,16:00:00,S16_PerneRoad_CAM003,out,591,28,39,16,5,4,0,77
17/07/2019 17:00,17/07/2019,17:00:00,S16_PerneRoad_CAM003,in,592,16,113,15,5,0,1,59
17/07/2019 17:00,17/07/2019,17:00:00,S16_PerneRoad_CAM003,out,668,34,48,12,6,1,1,58
17/07/2019 18:00,17/07/2019,18:00:00,S16_PerneRoad_CAM003,in,642,13,89,15,9,1,2,37
17/07/2019 18:00,17/07/2019,18:00:00,S16_PerneRoad_CAM003,out,573,52,36,14,5,4,1,41
17/07/2019 19:00,17/07/2019,19:00:00,S16_PerneRoad_CAM003,in,545,22,39,6,5,3,1,28
17/07/2019 19:00,17/07/2019,19:00:00,S16_PerneRoad_CAM003,out,575,39,27,6,2,0,1,37
17/07/2019 20:00,17/07/2019,20:00:00,S16_PerneRoad_CAM003,in,429,14,43,4,3,0,0,24
17/07/2019 20:00,17/07/2019,20:00:00,S16_PerneRoad_CAM003,out,450,24,11,7,3,0,1,16
