Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
PatientPlayer,500,0.1,0.5,Straight,215,90,40,0,0,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Straight,266,102,52,2,2,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Flush,1240,1090,855,805,233,183,133,83,33,33
PatientPlayer,500,0.1,0.5,Flush,212,162,112,62,12,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Flush,260,210,160,110,60,35,10,10,10,10
PatientPlayer,500,0.1,0.5,Full house,325,196,71,21,21,21,21,21,21,21
PatientPlayer,500,0.1,0.5,Full house,300,44,0,0,0,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Full house,260,210,160,110,60,10,0,0,0,0
PatientPlayer,500,0.1,0.5,Four-of-a-Kind,325,175,125,75,25,25,25,25,0,0
PatientPlayer,500,0.1,0.5,Four-of-a-Kind,400,400,300,150,1050,716,163,113,63,13
PatientPlayer,500,0.1,0.5,Four-of-a-Kind,350,300,250,200,150,100,50,0,0,0
PatientPlayer,500,0.1,0.5,Straight flush,350,161,21,21,0,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Straight flush,350,200,150,100,50,0,0,0,0,0
PatientPlayer,500,0.1,0.5,Straight flush,400,350,191,141,91,41,41,41,41,41
PatientPlayer,500,0.1,0.9,High card,1862,2657,3232,3591,3812,3862,3875,3900,3938,3964
PatientPlayer,500,0.1,0.9,High card,1752,2527,3052,3577,3817,3888,3942,3959,3967,3992
PatientPlayer,500,0.1,0.9,High card,1175,2405,3080,3600,3790,3855,3885,3910,3955,3995
PatientPlayer,500,0.1,0.9,One pair,275,225,175,125,75,25,25,25,25,25
PatientPlayer,500,0.1,0.9,One pair,1150,991,382,332,282,132,82,32,7,7
PatientPlayer,500,0.1,0.9,One pair,1464,2309,2859,3443,3767,3885,3914,3939,3987,3987
PatientPlayer,500,0.1,0.9,Two pair,975,786,636,196,146,96,46,0,0,0
PatientPlayer,500,0.1,0.9,Two pair,825,675,2777,3299,3524,3674,3828,3921,4000,4000
PatientPlayer,500,0.1,0.9,Two pair,260,210,160,110,60,35,0,0,0,0
PatientPlayer,500,0.1,0.9,Three-of-a-Kind,216,166,116,66,0,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Three-of-a-Kind,283,183,43,18,18,18,18,18,0,0
PatientPlayer,500,0.1,0.9,Three-of-a-Kind,350,200,60,10,10,10,10,0,0,0
PatientPlayer,500,0.1,0.9,Straight,325,122,72,22,0,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Straight,275,205,155,105,5,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Straight,266,196,146,96,46,46,0,0,0,0
PatientPlayer,500,0.1,0.9,Flush,325,138,88,38,0,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Flush,400,300,119,69,19,19,19,19,19,19
PatientPlayer,500,0.1,0.9,Flush,275,40,40,15,15,15,0,0,0,0
PatientPlayer,500,0.1,0.9,Full house,268,218,168,118,68,18,18,18,18,18
PatientPlayer,500,0.1,0.9,Full house,260,160,110,60,10,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Full house,308,258,158,108,58,8,0,0,0,0
PatientPlayer,500,0.1,0.9,Four-of-a-Kind,258,208,88,38,38,38,38,38,38,38
PatientPlayer,500,0.1,0.9,Four-of-a-Kind,375,149,99,49,49,49,0,0,0,0
PatientPlayer,500,0.1,0.9,Four-of-a-Kind,1575,2330,3030,3560,3760,3865,3890,3915,3940,3975
PatientPlayer,500,0.1,0.9,Straight flush,300,250,200,150,100,50,0,0,0,0
PatientPlayer,500,0.1,0.9,Straight flush,350,44,19,0,0,0,0,0,0,0
PatientPlayer,500,0.1,0.9,Straight flush,285,165,65,40,0,0,0,0,0,0
PatientPlayer,500,0.5,0.1,High card,275,225,175,125,75,25,0,0,0,0
PatientPlayer,500,0.5,0.1,High card,1225,1842,2442,2292,2924,2774,3209,3434,3471,3153
PatientPlayer,500,0.5,0.1,High card,1550,2405,2255,2995,2845,3200,3428,3135,3423,3732
PatientPlayer,500,0.5,0.1,One pair,1500,1350,2240,2840,2690,2234,2655,2273,3321,3471
PatientPlayer,500,0.5,0.1,One pair,149,99,49,49,49,49,49,49,49,49
PatientPlayer,500,0.5,0.1,One pair,275,225,175,125,75,25,25,0,0,0
PatientPlayer,500,0.5,0.1,Two pair,1862,1672,1897,2393,3075,2895,3131,3302,3540,3715
PatientPlayer,500,0.5,0.1,Two pair,350,107,57,7,7,0,0,0,0,0
PatientPlayer,500,0.5,0.1,Two pair,275,47,47,47,47,47,47,22,0,0
PatientPlayer,500,0.5,0.1,Three-of-a-Kind,1175,1030,2507,3058,3326,3676,3826,3926,3951,3969
PatientPlayer,500,0.5,0.1,Three-of-a-Kind,308,68,18,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.1,Three-of-a-Kind,215,165,115,65,15,15,0,0,0,0
PatientPlayer,500,0.5,0.1,Straight,350,89,39,39,39,14,0,0,0,0
PatientPlayer,500,0.5,0.1,Straight,275,125,75,25,25,0,0,0,0,0
PatientPlayer,500,0.5,0.1,Straight,275,150,100,50,0,0,0,0,0,0
PatientPlayer,500,0.5,0.1,Flush,375,19,19,19,19,19,19,19,19,19
PatientPlayer,500,0.5,0.1,Flush,1175,2658,3033,3299,3493,3343,3578,3728,3778,3950
PatientPlayer,500,0.5,0.1,Flush,350,893,728,2252,2677,2527,2254,2104,1227,295
PatientPlayer,500,0.5,0.1,Full house,1125,975,825,1965,3187,3662,3512,3787,3952,3962
PatientPlayer,500,0.5,0.1,Full house,275,29,29,29,0,0,0,0,0,0
PatientPlayer,500,0.5,0.1,Full house,350,265,70,20,20,20,20,20,0,0
PatientPlayer,500,0.5,0.1,Four-of-a-Kind,215,840,1240,1115,2110,2010,3209,3439,3654,3879
PatientPlayer,500,0.5,0.1,Four-of-a-Kind,975,830,514,464,152,102,52,2,2,2
PatientPlayer,500,0.5,0.1,Four-of-a-Kind,300,23,23,23,23,23,0,0,0,0
PatientPlayer,500,0.5,0.1,Straight flush,2146,1996,1846,1696,2717,2392,3283,3574,3690,3858
PatientPlayer,500,0.5,0.1,Straight flush,375,165,115,65,40,15,15,15,15,15
PatientPlayer,500,0.5,0.1,Straight flush,300,250,100,50,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,High card,350,174,124,74,24,24,24,24,0,0
PatientPlayer,500,0.5,0.5,High card,1600,2325,2950,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,High card,1675,2250,3215,3590,3790,3875,3900,3920,3945,3950
PatientPlayer,500,0.5,0.5,One pair,1075,895,61,11,11,11,11,11,11,11
PatientPlayer,500,0.5,0.5,One pair,1050,870,720,1370,959,909,1897,2879,0,0
PatientPlayer,500,0.5,0.5,One pair,275,225,175,125,75,25,0,0,0,0
PatientPlayer,500,0.5,0.5,Two pair,1200,1750,1600,2369,2919,3112,3351,3526,3654,3794
PatientPlayer,500,0.5,0.5,Two pair,1150,1000,2625,3155,3530,3680,3830,3955,3955,3955
PatientPlayer,500,0.5,0.5,Two pair,1200,1966,2641,3041,3441,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Three-of-a-Kind,400,52,2,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Three-of-a-Kind,283,64,14,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Three-of-a-Kind,350,89,39,39,39,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Straight,275,171,121,71,21,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Straight,89,39,14,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Straight,1368,1158,1978,1828,1678,764,491,441,316,216
PatientPlayer,500,0.5,0.5,Flush,325,175,125,75,25,25,25,25,0,0
PatientPlayer,500,0.5,0.5,Flush,1200,990,840,427,65,40,40,40,40,40
PatientPlayer,500,0.5,0.5,Flush,1100,845,2391,2025,1305,1529,2266,2589,3421,3571
PatientPlayer,500,0.5,0.5,Full house,350,79,29,29,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Full house,212,162,112,62,12,12,0,0,0,0
PatientPlayer,500,0.5,0.5,Full house,350,200,150,50,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Four-of-a-Kind,1025,1293,888,134,84,34,9,0,0,0
PatientPlayer,500,0.5,0.5,Four-of-a-Kind,350,250,64,14,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Four-of-a-Kind,275,175,50,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Straight flush,149,99,49,49,49,49,49,49,49,49
PatientPlayer,500,0.5,0.5,Straight flush,275,175,35,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.5,Straight flush,350,80,30,30,30,30,30,30,30,5
PatientPlayer,500,0.5,0.9,High card,212,162,112,62,12,12,12,12,0,0
PatientPlayer,500,0.5,0.9,High card,1050,900,2582,2982,3172,3571,3717,3889,3914,3939
PatientPlayer,500,0.5,0.9,High card,350,123,73,23,23,23,23,0,0,0
PatientPlayer,500,0.5,0.9,One pair,987,837,687,537,240,190,120,70,20,20
PatientPlayer,500,0.5,0.9,One pair,1375,1219,2254,2929,3254,3445,3586,3688,3760,3910
PatientPlayer,500,0.5,0.9,One pair,1439,2234,0,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Two pair,275,223,173,123,73,23,23,23,23,23
PatientPlayer,500,0.5,0.9,Two pair,1570,1390,2115,2964,3320,3470,3645,3750,3825,3925
PatientPlayer,500,0.5,0.9,Two pair,275,124,74,24,24,24,0,0,0,0
PatientPlayer,500,0.5,0.9,Three-of-a-Kind,950,749,649,549,399,930,429,159,109,59
PatientPlayer,500,0.5,0.9,Three-of-a-Kind,350,300,250,200,150,100,50,0,0,0
PatientPlayer,500,0.5,0.9,Three-of-a-Kind,260,210,160,110,60,10,10,10,0,0
PatientPlayer,500,0.5,0.9,Straight,325,175,125,75,25,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Straight,300,150,25,25,25,25,0,0,0,0
PatientPlayer,500,0.5,0.9,Straight,275,125,25,25,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Flush,300,174,34,34,34,34,34,34,9,9
PatientPlayer,500,0.5,0.9,Flush,1175,990,2333,2183,2758,2994,3269,3522,3684,3834
PatientPlayer,500,0.5,0.9,Flush,275,150,100,50,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Full house,350,139,89,39,39,39,14,14,14,14
PatientPlayer,500,0.5,0.9,Full house,275,65,40,40,40,40,40,40,0,0
PatientPlayer,500,0.5,0.9,Full house,308,158,58,0,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Four-of-a-Kind,300,250,150,10,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Four-of-a-Kind,375,225,75,25,25,25,0,0,0,0
PatientPlayer,500,0.5,0.9,Four-of-a-Kind,283,133,63,13,13,13,0,0,0,0
PatientPlayer,500,0.5,0.9,Straight flush,300,150,100,50,0,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Straight flush,266,216,166,116,16,0,0,0,0,0
PatientPlayer,500,0.5,0.9,Straight flush,300,250,180,130,80,30,30,30,30,30
PatientPlayer,500,0.9,0.1,High card,149,99,49,49,49,49,24,24,0,0
PatientPlayer,500,0.9,0.1,High card,275,86,36,36,36,11,11,0,0,0
PatientPlayer,500,0.9,0.1,High card,1700,1550,2463,2877,3277,3506,3631,3913,3963,3963
PatientPlayer,500,0.9,0.1,One pair,1100,1895,1745,2649,3345,3759,3826,3951,3967,3992
PatientPlayer,500,0.9,0.1,One pair,212,162,112,62,12,12,0,0,0,0
PatientPlayer,500,0.9,0.1,One pair,1795,2948,2781,3399,3619,3857,3921,3921,3934,3959
PatientPlayer,500,0.9,0.1,Two pair,1625,1521,1421,1271,219,169,119,69,19,19
PatientPlayer,500,0.9,0.1,Two pair,2054,1904,1754,2408,2516,2030,2595,2657,3072,3337
PatientPlayer,500,0.9,0.1,Two pair,350,200,150,100,50,0,0,0,0,0
PatientPlayer,500,0.9,0.1,Three-of-a-Kind,1400,1250,1925,1682,2159,1619,497,427,377,327
PatientPlayer,500,0.9,0.1,Three-of-a-Kind,350,200,44,19,0,0,0,0,0,0
PatientPlayer,500,0.9,0.1,Three-of-a-Kind,400,250,200,150,100,50,0,0,0,0
PatientPlayer,500,0.9,0.1,Straight,1929,2517,2367,2217,2857,3257,3482,3332,3498,3862
PatientPlayer,500,0.9,0.1,Straight,275,205,155,105,55,5,0,0,0,0
PatientPlayer,500,0.9,0.1,Straight,215,165,115,65,40,40,40,40,40,40
PatientPlayer,500,0.9,0.1,Flush,1084,934,274,224,174,124,74,24,24,0
PatientPlayer,500,0.9,0.1,Flush,350,78,28,28,3,3,3,3,0,0
PatientPlayer,500,0.9,0.1,Flush,258,74,24,24,24,0,0,0,0,0
PatientPlayer,500,0.9,0.1,Full house,1350,2395,2245,2095,3193,3647,3756,3911,3965,3965
PatientPlayer,500,0.9,0.1,Full house,975,795,585,435,385,335,235,185,122,72
PatientPlayer,500,0.9,0.1,Full house,1525,2145,2720,3395,3795,3845,3889,3910,3931,3931
PatientPlayer,500,0.9,0.1,Four-of-a-Kind,773,623,167,117,67,17,17,0,0,0
PatientPlayer,500,0.9,0.1,Four-of-a-Kind,1250,1930,2505,3255,3460,3680,3825,3875,3945,3990
PatientPlayer,500,0.9,0.1,Four-of-a-Kind,687,1337,1237,1087,1758,1206,1081,1528,531,115
PatientPlayer,500,0.9,0.1,Straight flush,909,759,127,77,27,27,2,2,2,2
PatientPlayer,500,0.9,0.1,Straight flush,1175,1025,1600,2125,2350,2800,2644,2706,3120,3479
PatientPlayer,500,0.9,0.1,Straight flush,275,1075,925,775,349,299,249,179,129,79
PatientPlayer,500,0.9,0.5,High card,1350,2080,2705,3305,3705,3829,3866,3915,3952,3988
PatientPlayer,500,0.9,0.5,High card,275,500,1325,1950,2325,0,0,0,0,0
PatientPlayer,500,0.9,0.5,High card,1300,1051,2128,2928,0,0,0,0,0,0
PatientPlayer,500,0.9,0.5,One pair,1225,844,540,490,141,91,41,41,0,0
PatientPlayer,500,0.9,0.5,One pair,350,20,20,20,20,20,20,20,0,0
PatientPlayer,500,0.9,0.5,One pair,275,225,175,125,75,25,25,25,0,0
PatientPlayer,500,0.9,0.5,Two pair,149,49,24,24,24,24,24,24,0,0
PatientPlayer,500,0.9,0.5,Two pair,1331,2600,3056,3423,3590,3763,3937,3954,3954,3996
PatientPlayer,500,0.9,0.5,Two pair,1700,1550,2600,3185,3610,3810,3910,3985,3985,4000
PatientPlayer,500,0.9,0.5,Three-of-a-Kind,1125,2156,2931,2721,3676,3856,3881,3931,3966,3976
PatientPlayer,500,0.9,0.5,Three-of-a-Kind,625,900,750,600,282,232,182,132,82,32
PatientPlayer,500,0.9,0.5,Three-of-a-Kind,350,14,0,0,0,0,0,0,0,0
PatientPlayer,500,0.9,0.5,Straight,1125,1920,2620,3195,3620,3778,3860,3942,3951,3976
PatientPlayer,500,0.9,0.5,Straight,275,225,175,125,75,25,25,25,25,25
PatientPlayer,500,0.9,0.5,Straight,350,129,79,29,4,4,4,0,0,0
PatientPlayer,500,0.9,0.5,Flush,275,225,175,125,75,25,25,0,0,0
PatientPlayer,500,0.9,0.5,Flush,1100,1475,1325,1175,1742,1592,2412,3084,3344,3527
PatientPlayer,500,0.9,0.5,Flush,212,32,32,32,0,0,0,0,0,0
PatientPlayer,500,0.9,0.5,Full house,155,40,40,40,40,40,40,40,40,40
PatientPlayer,500,0.9,0.5,Full house,350,107,57,7,7,0,0,0,0,0
PatientPlayer,500,0.9,0.5,Full house,275,118,68,18,0,0,0,0,0,0
PatientPlayer,500,0.9,0.5,Four-of-a-Kind,350,152,102,52,2,2,0,0,0,0
PatientPlayer,500,0.9,0.5,Four-of-a-Kind,215,35,10,10,10,10,10,10,0,0
PatientPlayer,500,0.9,0.5,Four-of-a-Kind,212,162,112,62,12,12,12,12,12,0
PatientPlayer,500,0.9,0.5,Straight flush,1300,1150,1850,1700,2588,3063,3495,3650,3885,3952
PatientPlayer,500,0.9,0.5,Straight flush,350,700,2263,2572,2236,2731,1925,2334,2677,3480
PatientPlayer,500,0.9,0.5,Straight flush,275,85,35,35,10,10,10,10,10,10
PatientPlayer,500,0.9,0.9,High card,1350,2776,3276,3651,3747,3772,3839,3885,3958,3958
PatientPlayer,500,0.9,0.9,High card,775,619,124,74,24,0,0,0,0,0
PatientPlayer,500,0.9,0.9,High card,149,99,49,0,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,One pair,1050,1625,2570,0,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,One pair,275,69,19,19,19,0,0,0,0,0
PatientPlayer,500,0.9,0.9,One pair,308,258,108,58,8,8,8,8,8,0
PatientPlayer,500,0.9,0.9,Two pair,275,225,175,25,25,25,0,0,0,0
PatientPlayer,500,0.9,0.9,Two pair,275,85,35,10,10,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Two pair,1200,1825,2621,3221,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Three-of-a-Kind,975,1625,2275,2975,3575,3875,3950,3975,4000,4000
PatientPlayer,500,0.9,0.9,Three-of-a-Kind,258,208,158,108,58,8,8,0,0,0
PatientPlayer,500,0.9,0.9,Three-of-a-Kind,950,707,557,153,103,53,3,0,0,0
PatientPlayer,500,0.9,0.9,Straight,1740,2355,0,0,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Straight,275,125,25,25,25,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Straight,215,165,115,65,15,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Flush,350,1143,993,2059,2610,3169,3512,3762,3910,3935
PatientPlayer,500,0.9,0.9,Flush,766,424,66,16,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Flush,275,225,57,0,0,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Full house,1125,975,2338,1218,1168,369,319,269,219,169
PatientPlayer,500,0.9,0.9,Full house,215,165,115,65,15,15,15,0,0,0
PatientPlayer,500,0.9,0.9,Full house,2004,2754,3254,3729,3886,3927,3951,3967,3992,4000
PatientPlayer,500,0.9,0.9,Four-of-a-Kind,350,159,109,59,9,9,9,9,0,0
PatientPlayer,500,0.9,0.9,Four-of-a-Kind,275,125,59,9,9,9,9,9,9,0
PatientPlayer,500,0.9,0.9,Four-of-a-Kind,400,232,182,18,18,0,0,0,0,0
PatientPlayer,500,0.9,0.9,Straight flush,1375,1225,2050,2750,3275,3547,3722,3862,3962,4000
PatientPlayer,500,0.9,0.9,Straight flush,275,56,6,6,6,6,0,0,0,0
PatientPlayer,500,0.9,0.9,Straight flush,400,232,132,82,32,32,32,32,7,7
PatientPlayer,2500,0.1,0.1,High card,950,800,750,700,650,600,550,500,450,400
PatientPlayer,2500,0.1,0.1,High card,990,940,890,840,790,740,690,640,590,540
PatientPlayer,2500,0.1,0.1,High card,1249,620,570,520,470,420,370,320,270,220
PatientPlayer,2500,0.1,0.1,One pair,1668,418,368,318,268,218,168,118,68,18
PatientPlayer,2500,0.1,0.1,One pair,8155,11856,14202,13761,15451,14890,17548,18440,18833,19233
PatientPlayer,2500,0.1,0.1,One pair,6353,5297,11570,14984,16462,16312,17211,17686,18086,18639
PatientPlayer,2500,0.1,0.1,Two pair,1000,350,300,250,200,150,100,50,0,0
PatientPlayer,2500,0.1,0.1,Two pair,980,930,880,830,780,730,680,630,580,530
PatientPlayer,2500,0.1,0.1,Two pair,7050,9445,8680,13529,12497,10725,13005,16364,17768,18365
PatientPlayer,2500,0.1,0.1,Three-of-a-Kind,1710,1198,470,420,370,320,270,220,170,120
PatientPlayer,2500,0.1,0.1,Three-of-a-Kind,1700,587,537,487,437,387,337,287,237,187
PatientPlayer,2500,0.1,0.1,Three-of-a-Kind,975,925,875,825,775,463,413,363,313,263
PatientPlayer,2500,0.1,0.1,Straight,6325,5639,10654,14989,14839,14230,13023,11091,8630,5266
PatientPlayer,2500,0.1,0.1,Straight,1750,455,405,355,305,255,205,155,105,55
PatientPlayer,2500,0.1,0.1,Straight,1315,4131,1566,1516,178,128,78,28,3,3
PatientPlayer,2500,0.1,0.1,Flush,1725,289,239,189,139,44,44,19,19,19
PatientPlayer,2500,0.1,0.1,Flush,1000,950,900,850,800,750,700,650,600,550
PatientPlayer,2500,0.1,0.1,Flush,1750,6434,12037,11102,9416,6646,2984,620,570,520
PatientPlayer,2500,0.1,0.1,Full house,1750,610,560,510,460,410,360,310,260,210
PatientPlayer,2500,0.1,0.1,Full house,1641,689,639,159,109,59,9,9,9,9
PatientPlayer,2500,0.1,0.1,Full house,1725,590,540,490,440,64,14,0,0,0
PatientPlayer,2500,0.1,0.1,Four-of-a-Kind,1750,1226,1176,1126,1076,1026,976,926,876,826
PatientPlayer,2500,0.1,0.1,Four-of-a-Kind,5936,5312,4057,4007,3957,12724,11630,15771,16704,18920
PatientPlayer,2500,0.1,0.1,Four-of-a-Kind,6956,6444,5924,4619,3531,1616,1566,1516,1466,430
PatientPlayer,2500,0.1,0.1,Straight flush,930,880,830,780,730,680,630,580,530,480
PatientPlayer,2500,0.1,0.1,Straight flush,1750,573,523,473,423,373,323,273,223,173
PatientPlayer,2500,0.1,0.1,Straight flush,1700,1650,648,598,548,498,448,398,348,298
PatientPlayer,2500,0.1,0.5,High card,8200,10570,12330,14950,15675,0,0,0,0,0
PatientPlayer,2500,0.1,0.5,High card,7100,16600,17100,0,0,0,0,0,0,0
PatientPlayer,2500,0.1,0.5,High card,7850,6722,9399,8772,11688,9690,12095,14604,17208,18269
PatientPlayer,2500,0.1,0.5,One pair,1660,565,515,465,415,365,315,215,165,115
PatientPlayer,2500,0.1,0.5,One pair,1249,1199,1149,1099,1049,999,949,899,849,799
PatientPlayer,2500,0.1,0.5,One pair,1536,389,339,289,239,189,139,89,39,39
PatientPlayer,2500,0.1,0.5,Two pair,1375,244,194,144,94,44,19,0,0,0
PatientPlayer,2500,0.1,0.5,Two pair,980,930,880,830,780,730,680,630,580,530
PatientPlayer,2500,0.1,0.5,Two pair,1710,580,530,480,430,380,330,280,230,130
PatientPlayer,2500,0.1,0.5,Three-of-a-Kind,1000,950,900,850,800,750,700,650,600,550
PatientPlayer,2500,0.1,0.5,Three-of-a-Kind,1315,310,260,210,160,110,60,10,10,10
PatientPlayer,2500,0.1,0.5,Three-of-a-Kind,1616,374,324,274,224,174,124,74,24,24
PatientPlayer,2500,0.1,0.5,Straight,1700,787,737,687,637,587,537,487,437,387
PatientPlayer,2500,0.1,0.5,Straight,975,925,798,748,698,648,598,475,425,131
PatientPlayer,2500,0.1,0.5,Straight,8500,7732,6336,2925,2875,111,61,11,0,0
PatientPlayer,2500,0.1,0.5,Flush,1725,1675,259,209,159,109,59,9,0,0
PatientPlayer,2500,0.1,0.5,Flush,1000,950,900,850,800,750,700,650,600,550
PatientPlayer,2500,0.1,0.5,Flush,1683,1025,419,369,319,269,219,169,119,69
PatientPlayer,2500,0.1,0.5,Full house,1641,571,521,471,421,371,321,271,221,171
PatientPlayer,2500,0.1,0.5,Full house,1725,1049,18,18,18,18,18,18,0,0
PatientPlayer,2500,0.1,0.5,Full house,1725,1675,458,408,358,308,258,208,158,108
PatientPlayer,2500,0.1,0.5,Four-of-a-Kind,1641,1025,503,453,403,353,303,253,203,153
PatientPlayer,2500,0.1,0.5,Four-of-a-Kind,1750,668,618,568,518,468,418,368,318,268
PatientPlayer,2500,0.1,0.5,Four-of-a-Kind,1710,654,604,554,504,454,232,182,132,82
PatientPlayer,2500,0.1,0.5,Straight flush,975,325,275,225,175,125,75,25,25,25
PatientPlayer,2500,0.1,0.5,Straight flush,950,900,850,800,750,700,650,600,550,500
PatientPlayer,2500,0.1,0.5,Straight flush,975,925,875,825,775,725,675,625,575,525
PatientPlayer,2500,0.1,0.9,High card,1315,1265,1215,1165,1115,1065,1015,826,776,726
PatientPlayer,2500,0.1,0.9,High card,7187,10694,13167,14995,15720,17571,18271,18994,19444,19629
PatientPlayer,2500,0.1,0.9,High card,1252,1202,1152,1102,1052,1002,952,902,852,802
PatientPlayer,2500,0.1,0.9,One pair,1375,157,107,57,7,7,0,0,0,0
PatientPlayer,2500,0.1,0.9,One pair,1750,70,20,20,20,20,0,0,0,0
PatientPlayer,2500,0.1,0.9,One pair,1645,520,470,420,370,320,270,220,170,120
PatientPlayer,2500,0.1,0.9,Two pair,975,925,875,825,775,725,675,625,575,525
PatientPlayer,2500,0.1,0.9,Two pair,7983,7119,12110,14890,16859,17756,18766,18301,18795,19180
PatientPlayer,2500,0.1,0.9,Two pair,1708,1137,1087,1037,987,937,887,837,787,737
PatientPlayer,2500,0.1,0.9,Three-of-a-Kind,1658,584,534,484,434,384,334,284,234,184
PatientPlayer,2500,0.1,0.9,Three-of-a-Kind,1000,950,900,850,800,750,700,650,94,44
PatientPlayer,2500,0.1,0.9,Three-of-a-Kind,1626,301,251,201,151,101,51,1,0,0
PatientPlayer,2500,0.1,0.9,Straight,1750,555,505,455,405,355,305,255,205,155
PatientPlayer,2500,0.1,0.9,Straight,1725,615,565,515,465,415,365,315,265,215
PatientPlayer,2500,0.1,0.9,Straight,1000,400,350,300,250,200,150,100,50,0
PatientPlayer,2500,0.1,0.9,Flush,1700,534,484,434,384,334,284,234,184,134
PatientPlayer,2500,0.1,0.9,Flush,1700,1650,762,712,662,295,245,195,145,95
PatientPlayer,2500,0.1,0.9,Flush,1750,1176,435,385,335,285,235,185,135,85
PatientPlayer,2500,0.1,0.9,Full house,1710,621,571,521,471,421,371,236,122,72
PatientPlayer,2500,0.1,0.9,Full house,5300,4355,1940,105,55,5,5,5,5,5
PatientPlayer,2500,0.1,0.9,Full house,1708,699,649,599,421,371,321,271,221,171
PatientPlayer,2500,0.1,0.9,Four-of-a-Kind,1700,727,677,627,577,527,477,427,377,327
PatientPlayer,2500,0.1,0.9,Four-of-a-Kind,1666,977,343,293,243,193,143,93,43,43
PatientPlayer,2500,0.1,0.9,Four-of-a-Kind,1660,327,277,227,177,127,77,27,27,27
PatientPlayer,2500,0.1,0.9,Straight flush,1000,350,300,250,200,150,100,50,0,0
PatientPlayer,2500,0.1,0.9,Straight flush,1710,1120,1070,1020,439,389,339,289,239,186
PatientPlayer,2500,0.1,0.9,Straight flush,1700,344,294,244,194,144,94,44,44,44
PatientPlayer,2500,0.5,0.1,High card,1312,1262,113,63,13,13,13,13,13,13
PatientPlayer,2500,0.5,0.1,High card,1375,1325,1275,1225,1175,1125,1075,1025,975,925
PatientPlayer,2500,0.5,0.1,High card,990,396,346,296,246,196,146,96,46,21
PatientPlayer,2500,0.5,0.1,One pair,1312,217,867,817,767,717,667,617,567,517
PatientPlayer,2500,0.5,0.1,One pair,7615,15614,17535,17145,18534,18934,19173,19527,19729,19779
PatientPlayer,2500,0.5,0.1,One pair,6350,5564,10576,14579,15915,17165,18543,19018,19316,19516
PatientPlayer,2500,0.5,0.1,Two pair,7698,10476,17596,17392,18166,18016,18946,19293,18987,19187
PatientPlayer,2500,0.5,0.1,Two pair,1375,1325,1275,1225,1175,1125,1075,1025,975,626
PatientPlayer,2500,0.5,0.1,Two pair,1189,1139,1089,1039,989,939,889,839,789,739
PatientPlayer,2500,0.5,0.1,Three-of-a-Kind,1626,1016,966,916,866,816,297,247,197,147
PatientPlayer,2500,0.5,0.1,Three-of-a-Kind,990,940,890,840,790,740,690,640,590,540
